Entry,split,status,path
A1JJF2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1JJF2.pdb
Q75BY0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q75BY0.pdb
Q2S8W1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2S8W1.pdb
Q09751,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q09751.pdb
A3DDS6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A3DDS6.pdb
O87970,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O87970.pdb
B8F4P0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B8F4P0.pdb
Q9SLD2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9SLD2.pdb
Q01128,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q01128.pdb
Q46968,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q46968.pdb
A8FRV0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8FRV0.pdb
P04850,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P04850.pdb
Q4L332,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4L332.pdb
P54291,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P54291.pdb
P30189,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P30189.pdb
A6LTN7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A6LTN7.pdb
P18949,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P18949.pdb
P52989,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P52989.pdb
Q00313,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q00313.pdb
B2V7S8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B2V7S8.pdb
P53780,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P53780.pdb
P55394,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P55394.pdb
Q8TWK0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8TWK0.pdb
Q68EL2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q68EL2.pdb
A2RM21,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A2RM21.pdb
B3PFK3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B3PFK3.pdb
O17966,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O17966.pdb
P25180,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P25180.pdb
O15120,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O15120.pdb
Q07703,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q07703.pdb
Q31EJ2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q31EJ2.pdb
Q54RC3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q54RC3.pdb
A6TH46,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A6TH46.pdb
Q9US27,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9US27.pdb
Q4WQU0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4WQU0.pdb
A9I0E6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A9I0E6.pdb
Q9FJ79,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9FJ79.pdb
Q5HVG7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5HVG7.pdb
O22975,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O22975.pdb
Q70GH4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q70GH4.pdb
C5BLJ8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C5BLJ8.pdb
Q03032,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q03032.pdb
Q7MZX2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7MZX2.pdb
Q06508,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q06508.pdb
Q4WGU1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4WGU1.pdb
Q0AIM3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0AIM3.pdb
Q9RF98,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9RF98.pdb
Q9JTL9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9JTL9.pdb
Q59601,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q59601.pdb
C5FBW2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C5FBW2.pdb
P23145,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P23145.pdb
A0A0H2Z7X0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0A0H2Z7X0.pdb
Q65WL3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q65WL3.pdb
A7MMC7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A7MMC7.pdb
P46813,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P46813.pdb
Q9PR30,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9PR30.pdb
C5FHK0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C5FHK0.pdb
Q39218,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q39218.pdb
Q9KTU4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9KTU4.pdb
P38462,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P38462.pdb
Q6CAX5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6CAX5.pdb
P0AB83,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0AB83.pdb
O62583,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O62583.pdb
N1P212,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\N1P212.pdb
Q10QH1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q10QH1.pdb
Q9KUH2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9KUH2.pdb
P62019,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P62019.pdb
P17719,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P17719.pdb
Q9RU32,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9RU32.pdb
B4EVZ1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B4EVZ1.pdb
Q8SSL0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8SSL0.pdb
P32459,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P32459.pdb
B0U1J8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B0U1J8.pdb
Q2S320,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2S320.pdb
Q08853,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q08853.pdb
Q9HIW7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9HIW7.pdb
Q1W5S8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1W5S8.pdb
Q4JAV0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4JAV0.pdb
B0R7K0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B0R7K0.pdb
Q1BYA7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1BYA7.pdb
Q5P8D4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5P8D4.pdb
Q4WND5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4WND5.pdb
Q9K266,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9K266.pdb
Q6H5L4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6H5L4.pdb
Q11FK9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q11FK9.pdb
A5VQC8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5VQC8.pdb
Q1QZ16,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1QZ16.pdb
A5W2U1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5W2U1.pdb
Q9PKE2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9PKE2.pdb
O67914,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O67914.pdb
Q8A337,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8A337.pdb
Q9ZL74,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9ZL74.pdb
P37197,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P37197.pdb
Q89AC7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q89AC7.pdb
B8ENH3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B8ENH3.pdb
A0A391NGM7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0A391NGM7.pdb
A0A391NKV7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0A391NKV7.pdb
A8FEM3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8FEM3.pdb
Q50L43,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q50L43.pdb
Q48JU8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q48JU8.pdb
P14532,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P14532.pdb
A7IMW3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A7IMW3.pdb
Q9EPR2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9EPR2.pdb
Q05539,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q05539.pdb
P0DV69,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0DV69.pdb
P07297,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P07297.pdb
A5VK00,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5VK00.pdb
Q41596,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q41596.pdb
A0PL81,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0PL81.pdb
H2A0L5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\H2A0L5.pdb
P29021,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P29021.pdb
Q8DJ26,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8DJ26.pdb
Q9Q8L4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9Q8L4.pdb
P58616,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P58616.pdb
Q3IKR4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q3IKR4.pdb
P65770,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P65770.pdb
Q9YW39,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9YW39.pdb
Q98267,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q98267.pdb
Q9M2U5,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9M2U5.pdb
Q50L41,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q50L41.pdb
Q9YD08,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9YD08.pdb
P21329,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P21329.pdb
A5VJ17,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5VJ17.pdb
Q3TCT4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q3TCT4.pdb
P23071,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P23071.pdb
B8ZRH2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B8ZRH2.pdb
Q9NBX4,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9NBX4.pdb
Q9W4N2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9W4N2.pdb
O05650,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O05650.pdb
P0DV59,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0DV59.pdb
Q47526,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q47526.pdb
A8XYX2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8XYX2.pdb
B2AE04,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B2AE04.pdb
P80900,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P80900.pdb
P50401,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P50401.pdb
P41469,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P41469.pdb
Q57717,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q57717.pdb
B2AC20,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B2AC20.pdb
Q4E123,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4E123.pdb
O27772,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O27772.pdb
O94762,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O94762.pdb
P50899,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P50899.pdb
P80521,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P80521.pdb
Q9YFQ8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9YFQ8.pdb
B0R7Q2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B0R7Q2.pdb
Q38AH0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q38AH0.pdb
Q06592,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q06592.pdb
Q7VE16,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7VE16.pdb
A2CDA0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A2CDA0.pdb
Q46HJ9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q46HJ9.pdb
Q07794,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q07794.pdb
Q9M8T9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9M8T9.pdb
P34545,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P34545.pdb
O26901,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O26901.pdb
A9BD34,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A9BD34.pdb
Q6CWT7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6CWT7.pdb
A2BNW8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A2BNW8.pdb
Q92L99,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q92L99.pdb
P15043,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P15043.pdb
Q5KH67,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5KH67.pdb
A5N8M0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5N8M0.pdb
Q6CEE7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6CEE7.pdb
E3H7X6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\E3H7X6.pdb
A1A3D2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1A3D2.pdb
P62915,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P62915.pdb
Q756F2,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q756F2.pdb
P0C2S1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0C2S1.pdb
Q31RB6,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q31RB6.pdb
Q93GX3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q93GX3.pdb
D5V0N9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\D5V0N9.pdb
O30405,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O30405.pdb
Q9FGT9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9FGT9.pdb
E3GCF1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\E3GCF1.pdb
Q4WV38,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4WV38.pdb
Q9C1W8,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9C1W8.pdb
A0A1D8PLH0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0A1D8PLH0.pdb
A8GD62,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8GD62.pdb
I1RZD0,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\I1RZD0.pdb
P24521,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P24521.pdb
Q9KWG3,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9KWG3.pdb
A1SSJ9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1SSJ9.pdb
C5BQC9,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C5BQC9.pdb
O29322,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O29322.pdb
A0B3G1,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0B3G1.pdb
A4YYA7,train,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A4YYA7.pdb
