Entry,n_residues,ss_counts
E1V8I1,1482,"{'L': 644, 'E': 274, 'H': 564}"
Q05755,1515,"{'L': 671, 'H': 576, 'E': 268}"
P39812,1520,"{'L': 648, 'E': 280, 'H': 592}"
O29309,511,"{'L': 243, 'E': 88, 'H': 180}"
Q58746,510,"{'L': 240, 'E': 96, 'H': 174}"
P29952,429,"{'L': 178, 'E': 119, 'H': 132}"
Q8J093,426,"{'L': 175, 'E': 121, 'H': 130}"
Q870Y1,459,"{'L': 191, 'E': 122, 'H': 146}"
O43014,412,"{'L': 166, 'E': 121, 'H': 125}"
P29951,461,"{'L': 191, 'E': 123, 'H': 147}"
Q9KZV6,746,"{'L': 313, 'H': 274, 'E': 159}"
A9M159,685,"{'L': 251, 'E': 158, 'H': 276}"
A5G1J3,727,"{'L': 283, 'E': 160, 'H': 284}"
Q87A63,698,"{'L': 255, 'H': 290, 'E': 153}"
P9WHV9,742,"{'L': 306, 'E': 160, 'H': 276}"
O57932,633,"{'L': 224, 'E': 186, 'H': 223}"
A0P8X0,1290,"{'L': 690, 'E': 347, 'H': 253}"
P49067,649,"{'L': 240, 'E': 181, 'H': 228}"
P09961,686,"{'L': 232, 'E': 206, 'H': 248}"
Q59006,467,"{'L': 165, 'E': 50, 'H': 252}"
Q46829,479,"{'L': 202, 'E': 74, 'H': 203}"
Q46130,473,"{'L': 212, 'E': 72, 'H': 189}"
P24240,474,"{'L': 212, 'E': 65, 'H': 197}"
P11988,470,"{'L': 201, 'E': 68, 'H': 201}"
P42403,477,"{'L': 205, 'E': 78, 'H': 194}"
Q76NV1,836,"{'L': 474, 'H': 305, 'E': 57}"
P14680,807,"{'L': 580, 'H': 164, 'E': 63}"
Q9V3D5,722,"{'L': 491, 'E': 59, 'H': 172}"
Q9Y463,629,"{'L': 412, 'H': 158, 'E': 59}"
Q8BI55,632,"{'L': 429, 'E': 61, 'H': 142}"
B1B557,1097,"{'L': 436, 'H': 462, 'E': 199}"
O61309,1153,"{'L': 454, 'H': 505, 'E': 194}"
Q26240,1174,"{'L': 493, 'E': 217, 'H': 464}"
P29473,1205,"{'L': 534, 'E': 208, 'H': 463}"
Q27571,1349,"{'L': 611, 'H': 523, 'E': 215}"
Q54QC1,638,"{'L': 249, 'H': 268, 'E': 121}"
P74257,553,"{'L': 215, 'H': 223, 'E': 115}"
P43799,563,"{'L': 220, 'H': 225, 'E': 118}"
P32191,649,"{'L': 250, 'H': 277, 'E': 122}"
D4GYI2,586,"{'L': 248, 'E': 118, 'H': 220}"
P52956,213,"{'L': 110, 'E': 29, 'H': 74}"
Q5B2C1,213,"{'L': 106, 'H': 78, 'E': 29}"
G4MZV6,214,"{'L': 104, 'E': 29, 'H': 81}"
A0A2J8C362,295,"{'L': 167, 'E': 45, 'H': 83}"
Q5AX00,221,"{'L': 114, 'H': 78, 'E': 29}"
C5B8V8,259,"{'L': 89, 'E': 62, 'H': 108}"
B7VGZ3,244,"{'L': 99, 'E': 58, 'H': 87}"
A4TP65,240,"{'L': 86, 'E': 59, 'H': 95}"
A1S4X0,238,"{'L': 95, 'E': 58, 'H': 85}"
A1KSF3,240,"{'L': 96, 'E': 52, 'H': 92}"
O65571,337,"{'L': 134, 'H': 136, 'E': 67}"
Q9XEX4,293,"{'L': 144, 'E': 64, 'H': 85}"
A0KJH4,293,"{'L': 133, 'H': 104, 'E': 56}"
P47718,133,"{'L': 60, 'H': 39, 'E': 34}"
Q9SU86,293,"{'L': 129, 'E': 71, 'H': 93}"
A5IIH5,283,"{'L': 123, 'H': 71, 'E': 89}"
B2UVC1,267,"{'L': 128, 'H': 52, 'E': 87}"
Q5QVW0,292,"{'L': 133, 'H': 71, 'E': 88}"
C4R360,1010,"{'L': 489, 'E': 230, 'H': 291}"
B0B8S5,301,"{'L': 133, 'E': 81, 'H': 87}"
P36599,346,"{'L': 167, 'E': 85, 'H': 94}"
P22434,369,"{'L': 167, 'E': 96, 'H': 106}"
O25683,348,"{'L': 112, 'E': 59, 'H': 177}"
P32782,426,"{'L': 215, 'E': 88, 'H': 123}"
Q8YLG0,266,"{'L': 136, 'E': 70, 'H': 60}"
Q6BX78,292,"{'L': 126, 'H': 123, 'E': 43}"
A8NFF0,258,"{'L': 123, 'H': 96, 'E': 39}"
Q96WV1,273,"{'L': 114, 'H': 120, 'E': 39}"
Q2GS86,293,"{'L': 146, 'H': 106, 'E': 41}"
Q0TZT0,282,"{'L': 136, 'H': 110, 'E': 36}"
A1A9R2,191,"{'L': 87, 'H': 30, 'E': 74}"
Q89Q06,180,"{'L': 71, 'H': 36, 'E': 73}"
A4VQH9,174,"{'L': 68, 'H': 33, 'E': 73}"
B9JLT5,173,"{'L': 69, 'H': 34, 'E': 70}"
C5CN84,180,"{'L': 73, 'H': 33, 'E': 74}"
O34481,798,"{'L': 307, 'H': 339, 'E': 152}"
Q89AB2,618,"{'L': 242, 'H': 272, 'E': 104}"
Q0VGT4,1863,"{'L': 1357, 'E': 174, 'H': 332}"
P57530,602,"{'L': 238, 'H': 260, 'E': 104}"
P45158,640,"{'L': 244, 'H': 296, 'E': 100}"
Q62789,530,"{'L': 197, 'H': 274, 'E': 59}"
Q63ZR6,523,"{'L': 184, 'H': 277, 'E': 62}"
Q20086,533,"{'L': 214, 'E': 64, 'H': 255}"
P0DTE4,527,"{'L': 227, 'H': 248, 'E': 52}"
Q63886,535,"{'L': 213, 'H': 264, 'E': 58}"
A1CQC3,505,"{'L': 221, 'E': 134, 'H': 150}"
Q841V6,566,"{'L': 276, 'E': 126, 'H': 164}"
P82594,328,"{'L': 193, 'E': 125, 'H': 10}"
Q59219,514,"{'L': 240, 'E': 137, 'H': 137}"
P94552,495,"{'L': 214, 'E': 144, 'H': 137}"
Q9SKT7,582,"{'L': 230, 'H': 234, 'E': 118}"
P95200,470,"{'L': 174, 'E': 106, 'H': 190}"
P32340,513,"{'L': 235, 'E': 118, 'H': 160}"
Q2FZV7,402,"{'L': 150, 'E': 107, 'H': 145}"
F2Z699,582,"{'L': 234, 'H': 230, 'E': 118}"
P46992,396,"{'L': 226, 'E': 127, 'H': 43}"
Q9UT45,1016,"{'L': 516, 'H': 228, 'E': 272}"
Q09850,706,"{'L': 306, 'E': 169, 'H': 231}"
Q47N06,758,"{'L': 348, 'E': 206, 'H': 204}"
D4B0V1,878,"{'L': 515, 'H': 62, 'E': 301}"
B8GVX4,183,"{'L': 42, 'H': 141}"
Q7AKI6,178,"{'L': 41, 'H': 137}"
Q0RH96,185,"{'L': 48, 'H': 137}"
B4UA87,186,"{'L': 48, 'H': 138}"
B1MJX0,175,"{'L': 49, 'H': 126}"
O66076,216,"{'L': 37, 'H': 179}"
Q8D2N9,182,"{'L': 27, 'H': 155}"
Q492P7,183,"{'L': 32, 'H': 151}"
Q1RKM3,181,"{'L': 31, 'H': 150}"
P46322,193,"{'L': 41, 'H': 144, 'E': 8}"
A5N6W8,255,"{'L': 84, 'E': 58, 'H': 113}"
A4IPP2,257,"{'L': 86, 'E': 57, 'H': 114}"
O66440,219,"{'L': 68, 'E': 50, 'H': 101}"
Q2FQV3,256,"{'L': 104, 'H': 106, 'E': 46}"
Q4L4R1,241,"{'L': 87, 'E': 49, 'H': 105}"
A9BIU9,570,"{'L': 246, 'H': 172, 'E': 152}"
A6LG60,545,"{'L': 246, 'E': 145, 'H': 154}"
A6Q8K5,533,"{'L': 236, 'E': 139, 'H': 158}"
Q8Y6E5,580,"{'L': 252, 'H': 171, 'E': 157}"
A0RZ37,609,"{'L': 274, 'H': 175, 'E': 160}"
Q9K5W7,284,"{'L': 118, 'E': 54, 'H': 112}"
Q65FN2,245,"{'L': 88, 'E': 57, 'H': 100}"
A0RHX9,276,"{'L': 105, 'E': 76, 'H': 95}"
P40746,245,"{'L': 86, 'E': 57, 'H': 102}"
A8FGT0,246,"{'L': 85, 'E': 57, 'H': 104}"
C0ZGL2,310,"{'L': 121, 'E': 61, 'H': 128}"
Q9C664,674,"{'L': 272, 'H': 276, 'E': 126}"
A0B5R0,311,"{'L': 119, 'E': 66, 'H': 126}"
Q9C9B9,643,"{'L': 257, 'H': 260, 'E': 126}"
A0ALG5,217,"{'L': 79, 'E': 30, 'H': 108}"
Q86C56,702,"{'L': 275, 'E': 136, 'H': 291}"
B1Q257,1067,"{'L': 421, 'H': 451, 'E': 195}"
Q9XU42,735,"{'L': 315, 'H': 307, 'E': 113}"
Q6DNF3,708,"{'L': 263, 'E': 144, 'H': 301}"
Q8WZM3,386,"{'L': 176, 'E': 87, 'H': 123}"
Q8LCU7,375,"{'L': 183, 'E': 81, 'H': 111}"
O45903,344,"{'L': 148, 'E': 87, 'H': 109}"
Q10488,372,"{'L': 157, 'E': 84, 'H': 131}"
Q54YT4,350,"{'L': 153, 'E': 84, 'H': 113}"
B0KR89,301,"{'L': 108, 'E': 101, 'H': 92}"
Q48HN1,301,"{'L': 105, 'H': 101, 'E': 95}"
A5W348,314,"{'L': 109, 'H': 109, 'E': 96}"
Q9WXP6,259,"{'L': 94, 'E': 101, 'H': 64}"
A7HKP2,261,"{'L': 86, 'E': 107, 'H': 68}"
Q5BA93,410,"{'L': 267, 'E': 121, 'H': 22}"
Q5BA88,264,"{'L': 159, 'E': 102, 'H': 3}"
B8NJZ7,234,"{'L': 140, 'E': 94}"
P0C1A7,425,"{'L': 292, 'E': 112, 'H': 21}"
E3E7F9,449,"{'L': 308, 'E': 127, 'H': 14}"
Q6PCB6,329,"{'L': 161, 'E': 57, 'H': 111}"
Q20390,298,"{'L': 141, 'E': 43, 'H': 114}"
Q21221,332,"{'L': 170, 'H': 109, 'E': 53}"
Q9W3C7,314,"{'L': 127, 'H': 146, 'E': 41}"
Q54CM0,289,"{'L': 119, 'H': 130, 'E': 40}"
A3NML2,347,"{'L': 119, 'E': 56, 'H': 172}"
Q764S0,337,"{'L': 114, 'E': 56, 'H': 167}"
B9L2J0,356,"{'L': 127, 'E': 54, 'H': 175}"
A4XAK7,351,"{'L': 134, 'E': 53, 'H': 164}"
P13734,505,"{'L': 221, 'E': 115, 'H': 169}"
Q9RGX8,353,"{'L': 201, 'E': 119, 'H': 33}"
D7GXG4,477,"{'L': 254, 'E': 188, 'H': 35}"
A8W969,453,"{'L': 234, 'E': 175, 'H': 44}"
D7GXG5,328,"{'L': 192, 'H': 24, 'E': 112}"
Q0VTB6,259,"{'L': 126, 'E': 56, 'H': 77}"
A1U776,257,"{'L': 107, 'E': 57, 'H': 93}"
Q1GL85,249,"{'L': 117, 'E': 54, 'H': 78}"
Q8D385,232,"{'L': 95, 'E': 54, 'H': 83}"
Q11B53,283,"{'L': 135, 'H': 88, 'E': 60}"
P0DN29,610,"{'L': 298, 'E': 91, 'H': 221}"
P42042,624,"{'L': 284, 'E': 99, 'H': 241}"
P14804,626,"{'L': 284, 'H': 253, 'E': 89}"
D8Q9M3,576,"{'L': 255, 'H': 229, 'E': 92}"
I1BYW6,452,"{'L': 168, 'H': 243, 'E': 41}"
Q12628,429,"{'L': 230, 'H': 147, 'E': 52}"
O93983,427,"{'L': 234, 'E': 47, 'H': 146}"
P23776,448,"{'L': 244, 'H': 153, 'E': 51}"
Q0CR35,416,"{'L': 220, 'E': 46, 'H': 150}"
Q8NKF9,425,"{'L': 225, 'E': 51, 'H': 149}"
P07142,332,"{'L': 191, 'H': 127, 'E': 14}"
P81380,179,"{'L': 91, 'H': 46, 'E': 42}"
Q8FNR0,296,"{'L': 121, 'H': 167, 'E': 8}"
Q8FNR2,541,"{'L': 159, 'H': 342, 'E': 40}"
O31214,207,"{'L': 111, 'H': 50, 'E': 46}"
Q7NBQ3,304,"{'L': 104, 'H': 156, 'E': 44}"
Q8KBH7,162,"{'L': 40, 'H': 100, 'E': 22}"
A5UID8,171,"{'L': 38, 'E': 24, 'H': 109}"
A5CFG7,169,"{'L': 36, 'H': 115, 'E': 18}"
Q6AE72,216,"{'L': 97, 'H': 99, 'E': 20}"
P04190,257,"{'L': 131, 'E': 66, 'H': 60}"
O07293,275,"{'L': 126, 'E': 59, 'H': 90}"
O08498,249,"{'L': 117, 'E': 66, 'H': 66}"
P54427,267,"{'L': 124, 'H': 90, 'E': 53}"
P0A3M3,274,"{'L': 124, 'E': 57, 'H': 93}"
Q89Y83,416,"{'L': 191, 'H': 177, 'E': 48}"
Q9WY43,357,"{'L': 113, 'H': 201, 'E': 43}"
P0DXC0,340,"{'L': 123, 'H': 148, 'E': 69}"
Q890L8,360,"{'L': 111, 'H': 208, 'E': 41}"
Q9KGG0,357,"{'L': 111, 'H': 206, 'E': 40}"
P47636,152,"{'L': 56, 'E': 23, 'H': 73}"
P37351,149,"{'L': 53, 'E': 24, 'H': 72}"
Q92EU5,148,"{'L': 53, 'E': 24, 'H': 71}"
P9WKD7,162,"{'L': 60, 'E': 24, 'H': 78}"
P53527,152,"{'L': 56, 'E': 22, 'H': 74}"
A7Z4B0,308,"{'L': 73, 'H': 233, 'E': 2}"
A7GRX4,313,"{'L': 67, 'H': 244, 'E': 2}"
B9EB26,300,"{'L': 65, 'H': 233, 'E': 2}"
B1YIW6,297,"{'L': 69, 'H': 226, 'E': 2}"
A4ILW9,317,"{'L': 85, 'H': 228, 'E': 4}"
Q9VMV6,198,"{'L': 65, 'H': 112, 'E': 21}"
P75531,315,"{'L': 132, 'H': 91, 'E': 92}"
O22229,529,"{'L': 287, 'E': 112, 'H': 130}"
Q19892,216,"{'L': 75, 'H': 122, 'E': 19}"
Q0UFP3,188,"{'L': 60, 'E': 48, 'H': 80}"
F6HS55,206,"{'L': 84, 'E': 48, 'H': 74}"
Q752Z9,198,"{'L': 77, 'E': 46, 'H': 75}"
Q4WTN9,187,"{'L': 67, 'E': 48, 'H': 72}"
Q54LQ6,194,"{'L': 79, 'E': 45, 'H': 70}"
